,banana,cluto,dense disk,elly,engytime,Jain,Spiral,tetra,unbalance,Agregation
0,0.8285179796300145,0.7568655303030304,0.8374346056965704,0.632475004319103,0.951416015625,0.8505392912172574,0.507177033492823,1.0,0.9987692307692307,0.9079944804492263
